TransactionID,Date,BusinessUnit,Region,ExpenseCategory,Revenue,COGS,OperatingExpenses,Receivables,Payables,TaxRate,GrossProfit,OperatingProfit_EBIT,TaxAmount,NetProfit,GrossMargin_%,NetMargin_%,OperatingCashFlow,Year,YearMonth
TXN20574,2024-03-09,Cloud Services,North America,Sales & Marketing,204678.81,97419.8,65755.29,25594.22,4368.73,0.21,107259.01,41503.72,8715.78,32787.94,52.4,16.02,11562.45,2024,2024-03
TXN20575,2024-04-08,Enterprise Solutions,LATAM,COGS,196653.97,59210.71,63626.12,36206.93,8297.54,0.21,137443.26,73817.14,15501.6,58315.54,69.89,29.65,30406.15,2024,2024-04
TXN20576,2025-01-30,Cloud Services,APAC,R&D,250059.28,85454.83,64438.19,47006.3,8325.16,0.21,164604.45,100166.26,21034.91,79131.35,65.83,31.65,40450.21,2025,2025-01
TXN20577,2024-01-25,Cloud Services,EMEA,Administrative,91895.38,43950.02,24707.78,5355.06,1549.63,0.21,47945.36,23237.58,4879.89,18357.69,52.17,19.98,14552.26,2024,2024-01
TXN20578,2025-04-13,SaaS Subscriptions,North America,COGS,58992.08,27525.49,14482.14,10211.31,1301.31,0.21,31466.59,16984.45,3566.73,13417.72,53.34,22.74,4507.72,2025,2025-04
TXN20579,2025-04-28,Enterprise Solutions,APAC,Administrative,142378.98,77099.91,48392.23,7924.05,3243.02,0.21,65279.07,16886.84,3546.24,13340.6,45.85,9.37,8659.57,2025,2025-04
TXN20580,2025-07-18,Cloud Services,APAC,Administrative,261404.23,128155.89,56932.94,27467.17,4296.85,0.21,133248.34,76315.4,16026.23,60289.17,50.97,23.06,37118.85,2025,2025-07
TXN20581,2024-05-30,Consulting,LATAM,Administrative,110556.04,59445.23,37595.95,14520.98,2869.5,0.21,51110.81,13514.86,2838.12,10676.74,46.23,9.66,-974.74,2024,2024-05
TXN20582,2024-05-23,Consumer Hardware,LATAM,R&D,252029.73,119874.19,76259.15,18200.36,8054.77,0.21,132155.54,55896.39,11738.24,44158.15,52.44,17.52,34012.56,2024,2024-05
TXN20583,2025-07-22,Cloud Services,LATAM,Operations,340973.61,127699.07,95382.53,55219.68,8693.27,0.21,213274.54,117892.01,24757.32,93134.69,62.55,27.31,46608.28,2025,2025-07
TXN20584,2024-02-08,Enterprise Solutions,EMEA,COGS,78170.21,25510.16,16016.99,4006.47,2318.83,0.21,52660.05,36643.06,7695.04,28948.02,67.37,37.03,27260.38,2024,2024-02
TXN20585,2024-04-18,Cloud Services,North America,Sales & Marketing,251780.64,124746.22,68318.01,18956.53,4279.24,0.21,127034.42,58716.41,12330.45,46385.96,50.45,18.42,31708.67,2024,2024-04
TXN20586,2025-11-23,Consumer Hardware,LATAM,Operations,183125.07,84427.49,47825.35,25110.02,7047.98,0.21,98697.58,50872.23,10683.17,40189.06,53.9,21.95,22127.02,2025,2025-11
TXN20587,2024-02-11,Enterprise Solutions,LATAM,R&D,310442.68,96872.55,69595.92,48788.59,5084.95,0.21,213570.13,143974.21,30234.58,113739.63,68.8,36.64,70035.99,2024,2024-02
TXN20588,2024-07-04,SaaS Subscriptions,LATAM,Administrative,103144.94,40227.83,30784.79,19339.31,3918.52,0.21,62917.11,32132.32,6747.79,25384.53,61.0,24.61,9963.74,2024,2024-07
TXN20589,2025-02-01,Enterprise Solutions,North America,Sales & Marketing,257787.79,138999.16,89110.18,40169.65,7476.08,0.21,118788.63,29678.45,6232.47,23445.98,46.08,9.1,-9247.59,2025,2025-02
TXN20590,2024-08-10,SaaS Subscriptions,North America,COGS,301434.59,128139.93,85706.39,45446.36,5511.62,0.21,173294.66,87588.27,18393.54,69194.73,57.49,22.96,29259.99,2024,2024-08
TXN20591,2025-09-25,Enterprise Solutions,LATAM,Operations,333384.27,136081.55,102419.98,36389.28,13907.5,0.21,197302.72,94882.74,19925.38,74957.36,59.18,22.48,52475.58,2025,2025-09
TXN20592,2024-05-12,Consumer Hardware,LATAM,Operations,254974.41,105667.74,53612.85,12797.84,4336.53,0.21,149306.67,95693.82,20095.7,75598.12,58.56,29.65,67136.81,2024,2024-05
TXN20593,2024-06-11,Consumer Hardware,APAC,Sales & Marketing,199152.43,70145.6,52307.4,13547.12,6061.67,0.21,129006.83,76699.43,16106.88,60592.55,64.78,30.43,53107.1,2024,2024-06
TXN20594,2024-08-02,Enterprise Solutions,LATAM,R&D,235354.17,92300.44,51178.65,30639.15,5457.92,0.21,143053.73,91875.08,19293.77,72581.31,60.78,30.84,47400.08,2024,2024-08
TXN20595,2024-08-22,Cloud Services,EMEA,COGS,310671.5,121924.06,90691.03,46995.12,8812.96,0.21,188747.44,98056.41,20591.85,77464.56,60.75,24.93,39282.4,2024,2024-08
TXN20596,2025-10-19,Consumer Hardware,EMEA,Sales & Marketing,221182.92,69249.89,75373.02,24909.01,7505.79,0.21,151933.03,76560.01,16077.6,60482.41,68.69,27.34,43079.19,2025,2025-10
TXN20597,2025-08-10,SaaS Subscriptions,LATAM,Administrative,59116.12,29078.74,17691.48,9435.04,2180.01,0.21,30037.38,12345.9,2592.64,9753.26,50.81,16.5,2498.23,2025,2025-08
TXN20598,2024-01-09,SaaS Subscriptions,North America,COGS,329284.61,133072.51,69650.43,42240.41,4093.86,0.21,196212.1,126561.67,26577.95,99983.72,59.59,30.36,61837.17,2024,2024-01
TXN20599,2024-03-14,Consulting,APAC,Operations,256858.03,129853.28,65036.43,15700.81,7597.43,0.21,127004.75,61968.32,13013.35,48954.97,49.45,19.06,40851.59,2024,2024-03
TXN20600,2025-05-06,SaaS Subscriptions,North America,Sales & Marketing,252954.02,129660.94,71484.68,19933.39,9977.92,0.21,123293.08,51808.4,10879.76,40928.64,48.74,16.18,30973.17,2025,2025-05
TXN20601,2024-09-09,Consulting,LATAM,Operations,114702.55,40489.83,29877.85,20187.62,1666.55,0.21,74212.72,44334.87,9310.32,35024.55,64.7,30.54,16503.48,2024,2024-09
TXN20602,2024-08-17,Enterprise Solutions,EMEA,Operations,247665.64,115000.66,80502.87,39313.68,5157.44,0.21,132664.98,52162.11,10954.04,41208.07,53.57,16.64,7051.83,2024,2024-08
TXN20603,2025-06-02,Enterprise Solutions,APAC,Operations,168159.32,70302.44,54181.04,30977.35,6591.84,0.21,97856.88,43675.84,9171.93,34503.91,58.19,20.52,10118.4,2025,2025-06
TXN20604,2024-06-22,Enterprise Solutions,North America,R&D,245369.89,127601.96,71592.72,16595.25,6710.25,0.21,117767.93,46175.21,9696.79,36478.42,48.0,14.87,26593.42,2024,2024-06
TXN20605,2025-10-14,Cloud Services,North America,Operations,81977.91,29014.87,20987.88,16275.35,1896.36,0.21,52963.04,31975.16,6714.78,25260.38,64.61,30.81,10881.39,2025,2025-10
TXN20606,2024-06-16,Cloud Services,LATAM,Administrative,247353.59,116120.96,58944.47,20137.3,3754.57,0.21,131232.63,72288.16,15180.51,57107.65,53.05,23.09,40724.92,2024,2024-06
TXN20607,2024-06-18,Consulting,APAC,Administrative,349824.12,158098.82,75520.43,18109.34,7603.17,0.21,191725.3,116204.87,24403.02,91801.85,54.81,26.24,81295.68,2024,2024-06
TXN20608,2025-01-27,SaaS Subscriptions,EMEA,COGS,64463.61,24098.13,16324.42,12867.8,1022.8,0.21,40365.48,24041.06,5048.62,18992.44,62.62,29.46,7147.44,2025,2025-01
TXN20609,2025-09-25,SaaS Subscriptions,LATAM,Operations,343152.26,114664.4,89897.61,31625.28,8779.58,0.21,228487.86,138590.25,29103.95,109486.3,66.58,31.91,86640.6,2025,2025-09
TXN20610,2024-07-12,Enterprise Solutions,APAC,Operations,172072.39,79654.02,51858.05,25845.77,6552.86,0.21,92418.37,40560.32,8517.67,32042.65,53.71,18.62,12749.74,2024,2024-07
TXN20611,2025-05-31,Consumer Hardware,North America,Sales & Marketing,311226.04,150835.5,92970.68,23809.52,7049.64,0.21,160390.54,67419.86,14158.17,53261.69,51.54,17.11,36501.81,2025,2025-05
TXN20612,2024-01-29,Cloud Services,LATAM,R&D,284715.65,107880.7,59937.26,39015.8,5878.56,0.21,176834.95,116897.69,24548.51,92349.18,62.11,32.44,59211.94,2024,2024-01
TXN20613,2024-06-13,Cloud Services,North America,COGS,220104.88,101514.16,57070.75,40852.62,8515.05,0.21,118590.72,61519.97,12919.19,48600.78,53.88,22.08,16263.21,2024,2024-06
TXN20614,2025-02-25,Enterprise Solutions,North America,Operations,271534.76,108283.37,61710.84,26617.79,7322.92,0.21,163251.39,101540.55,21323.52,80217.03,60.12,29.54,60922.16,2025,2025-02
TXN20615,2024-12-04,Cloud Services,LATAM,Sales & Marketing,313554.67,149973.74,70086.34,47201.92,9401.08,0.21,163580.93,93494.59,19633.86,73860.73,52.17,23.56,36059.89,2024,2024-12
TXN20616,2025-10-09,Enterprise Solutions,LATAM,R&D,171242.1,59901.14,55498.76,13388.66,5077.29,0.21,111340.96,55842.2,11726.86,44115.34,65.02,25.76,35803.97,2025,2025-10
TXN20617,2025-05-10,Consulting,LATAM,COGS,148109.95,77395.41,30553.2,21286.26,3873.72,0.21,70714.54,40161.34,8433.88,31727.46,47.74,21.42,14314.92,2025,2025-05
TXN20618,2024-12-30,SaaS Subscriptions,LATAM,COGS,250278.02,93066.48,65792.44,25144.82,3556.14,0.21,157211.54,91419.1,19198.01,72221.09,62.81,28.86,50632.41,2024,2024-12
TXN20619,2024-12-07,Consumer Hardware,LATAM,Operations,292353.78,114587.04,65847.0,23879.82,4101.68,0.21,177766.74,111919.74,23503.15,88416.59,60.81,30.24,68638.45,2024,2024-12
TXN20620,2025-05-14,SaaS Subscriptions,North America,COGS,278685.54,87653.01,92495.6,27026.17,6503.09,0.21,191032.53,98536.93,20692.76,77844.17,68.55,27.93,57321.09,2025,2025-05
TXN20621,2025-10-18,SaaS Subscriptions,EMEA,Sales & Marketing,289344.09,94869.58,82045.28,22229.2,7400.09,0.21,194474.51,112429.23,23610.14,88819.09,67.21,30.7,73989.98,2025,2025-10
TXN20622,2025-05-25,Consulting,EMEA,COGS,180674.99,77503.33,42405.7,33476.8,5706.73,0.21,103171.66,60765.96,12760.85,48005.11,57.1,26.57,20235.04,2025,2025-05
TXN20623,2024-11-22,Cloud Services,LATAM,Administrative,295350.26,108363.47,81328.86,32363.9,6882.59,0.21,186986.79,105657.93,22188.17,83469.76,63.31,28.26,57988.45,2024,2024-11
TXN20624,2024-08-04,Consumer Hardware,North America,Sales & Marketing,86062.72,43794.74,26655.6,7469.55,3077.71,0.21,42267.98,15612.38,3278.6,12333.78,49.11,14.33,7941.94,2024,2024-08
TXN20625,2024-10-27,Cloud Services,EMEA,R&D,213346.73,64787.72,73331.05,25017.29,8868.03,0.21,148559.01,75227.96,15797.87,59430.09,69.63,27.86,43280.83,2024,2024-10
TXN20626,2024-05-11,SaaS Subscriptions,EMEA,R&D,51727.6,20420.69,12055.99,5073.46,1309.5,0.21,31306.91,19250.92,4042.69,15208.23,60.52,29.4,11444.27,2024,2024-05
TXN20627,2024-03-10,Enterprise Solutions,EMEA,Operations,147375.75,56641.86,49065.41,23825.19,4206.09,0.21,90733.89,41668.48,8750.38,32918.1,61.57,22.34,13299.0,2024,2024-03
TXN20628,2024-09-08,SaaS Subscriptions,North America,Operations,159938.46,48754.35,54402.37,31297.24,5859.43,0.21,111184.11,56781.74,11924.17,44857.57,69.52,28.05,19419.76,2024,2024-09
TXN20629,2025-02-18,Cloud Services,LATAM,Administrative,168851.81,55905.5,56981.25,19537.01,4799.33,0.21,112946.31,55965.06,11752.66,44212.4,66.89,26.18,29474.72,2025,2025-02
TXN20630,2025-03-20,SaaS Subscriptions,LATAM,R&D,258640.16,104338.2,76379.58,46336.68,4459.6,0.21,154301.96,77922.38,16363.7,61558.68,59.66,23.8,19681.6,2025,2025-03
TXN20631,2024-06-30,Enterprise Solutions,LATAM,R&D,166567.43,70494.03,49049.63,22466.53,7322.15,0.21,96073.4,47023.77,9874.99,37148.78,57.68,22.3,22004.4,2024,2024-06
TXN20632,2024-06-15,Consulting,APAC,R&D,184608.09,74041.22,48087.01,13584.45,3015.93,0.21,110566.87,62479.86,13120.77,49359.09,59.89,26.74,38790.57,2024,2024-06
TXN20633,2024-03-31,Cloud Services,APAC,R&D,121263.24,52474.78,37938.38,18625.23,2171.4,0.21,68788.46,30850.08,6478.52,24371.56,56.73,20.1,7917.73,2024,2024-03
TXN20634,2025-12-14,SaaS Subscriptions,APAC,COGS,161975.54,72691.85,45303.6,20573.35,6245.24,0.21,89283.69,43980.09,9235.82,34744.27,55.12,21.45,20416.16,2025,2025-12
TXN20635,2025-06-14,Cloud Services,North America,Sales & Marketing,118180.89,35747.47,35645.21,17442.43,2858.16,0.21,82433.42,46788.21,9825.52,36962.69,69.75,31.28,22378.42,2025,2025-06
TXN20636,2024-02-08,Consulting,EMEA,Sales & Marketing,71958.78,29936.56,19016.45,13201.06,2187.46,0.21,42022.22,23005.77,4831.21,18174.56,58.4,25.26,7160.96,2024,2024-02
TXN20637,2024-05-05,SaaS Subscriptions,EMEA,Administrative,231034.58,124960.78,71557.06,26815.07,5932.12,0.21,106073.8,34516.74,7248.52,27268.22,45.91,11.8,6385.27,2024,2024-05
TXN20638,2025-03-26,SaaS Subscriptions,North America,COGS,250463.84,107638.86,81067.81,46380.05,7226.82,0.21,142824.98,61757.17,12969.01,48788.16,57.02,19.48,9634.93,2025,2025-03
TXN20639,2024-06-21,Cloud Services,North America,R&D,235847.1,110703.23,52349.91,38348.82,3989.65,0.21,125143.87,72793.96,15286.73,57507.23,53.06,24.38,23148.06,2024,2024-06
TXN20640,2025-10-14,Cloud Services,LATAM,R&D,189048.21,71453.79,61429.22,23307.89,5178.75,0.21,117594.42,56165.2,11794.69,44370.51,62.2,23.47,26241.37,2025,2025-10
TXN20641,2024-08-07,Enterprise Solutions,LATAM,Operations,163935.73,80901.93,46073.23,23030.24,4195.89,0.21,83033.8,36960.57,7761.72,29198.85,50.65,17.81,10364.5,2024,2024-08
TXN20642,2025-09-29,Consulting,APAC,Operations,309000.09,152408.23,100950.3,30540.69,12320.14,0.21,156591.86,55641.56,11684.73,43956.83,50.68,14.23,25736.28,2025,2025-09
TXN20643,2024-02-27,Enterprise Solutions,APAC,Administrative,205724.54,88528.21,54454.31,40638.74,5508.25,0.21,117196.33,62742.02,13175.82,49566.2,56.97,24.09,14435.71,2024,2024-02
TXN20644,2025-10-21,SaaS Subscriptions,North America,R&D,193754.56,105403.15,49767.04,29083.08,7184.2,0.21,88351.41,38584.37,8102.72,30481.65,45.6,15.73,8582.77,2025,2025-10
TXN20645,2025-04-20,Cloud Services,APAC,Administrative,57692.62,19118.62,19457.36,3264.08,1054.36,0.21,38574.0,19116.64,4014.49,15102.15,66.86,26.18,12892.43,2025,2025-04
TXN20646,2025-03-31,SaaS Subscriptions,EMEA,COGS,152374.35,46357.9,36215.63,15084.04,3632.68,0.21,106016.45,69800.82,14658.17,55142.65,69.58,36.19,43691.29,2025,2025-03
TXN20647,2024-12-26,SaaS Subscriptions,North America,Sales & Marketing,164058.69,80805.39,53586.79,23541.96,5810.01,0.21,83253.3,29666.51,6229.97,23436.54,50.75,14.29,5704.59,2024,2024-12
TXN20648,2024-01-01,Consumer Hardware,North America,R&D,169646.83,85126.9,46246.25,9915.86,6567.88,0.21,84519.93,38273.68,8037.47,30236.21,49.82,17.82,26888.23,2024,2024-01
TXN20649,2025-01-21,Consumer Hardware,EMEA,COGS,224051.71,73948.67,62087.94,12005.28,3409.61,0.21,150103.04,88015.1,18483.17,69531.93,66.99,31.03,60936.26,2025,2025-01
TXN20650,2024-12-13,SaaS Subscriptions,LATAM,R&D,210080.76,76972.69,51736.64,24685.25,5553.93,0.21,133108.07,81371.43,17088.0,64283.43,63.36,30.6,45152.11,2024,2024-12
TXN20651,2024-07-08,Cloud Services,LATAM,Operations,232371.53,70731.13,66448.11,23214.74,8994.61,0.21,161640.4,95192.29,19990.38,75201.91,69.56,32.36,60981.78,2024,2024-07
TXN20652,2025-05-19,SaaS Subscriptions,EMEA,Administrative,279464.98,104331.86,69525.77,32346.62,5158.31,0.21,175133.12,105607.35,22177.54,83429.81,62.67,29.85,56241.5,2025,2025-05
TXN20653,2024-07-09,Consumer Hardware,EMEA,Operations,293895.72,144974.49,60510.31,26275.45,8327.99,0.21,148921.23,88410.92,18566.29,69844.63,50.67,23.77,51897.17,2024,2024-07
TXN20654,2025-05-22,Cloud Services,APAC,Sales & Marketing,265436.92,114002.54,63917.16,19830.17,3317.58,0.21,151434.38,87517.22,18378.62,69138.6,57.05,26.05,52626.01,2025,2025-05
TXN20655,2025-01-03,SaaS Subscriptions,North America,Operations,336657.11,130294.35,67653.55,51633.61,8337.99,0.21,206362.76,138709.21,29128.93,109580.28,61.3,32.55,66284.66,2025,2025-01
TXN20656,2025-02-12,Consulting,APAC,R&D,55469.77,21796.01,19234.32,7054.96,2756.5,0.21,33673.76,14439.44,3032.28,11407.16,60.71,20.56,7108.7,2025,2025-02
TXN20657,2024-04-26,Consulting,EMEA,Operations,108733.4,32656.81,37498.03,8701.19,4339.26,0.21,76076.59,38578.56,8101.5,30477.06,69.97,28.03,26115.13,2024,2024-04
TXN20658,2024-05-13,SaaS Subscriptions,APAC,R&D,52268.86,19598.22,13551.92,5119.13,1272.56,0.21,32670.64,19118.72,4014.93,15103.79,62.5,28.9,11257.22,2024,2024-05
TXN20659,2024-02-27,Cloud Services,EMEA,Sales & Marketing,244242.41,112745.89,75533.34,33893.81,4115.67,0.21,131496.52,55963.18,11752.27,44210.91,53.84,18.1,14432.77,2024,2024-02
TXN20660,2025-07-09,SaaS Subscriptions,APAC,Operations,319409.16,173614.41,80449.88,19431.07,11424.8,0.21,145794.75,65344.87,13722.42,51622.45,45.65,16.16,43616.18,2025,2025-07
TXN20661,2025-11-15,SaaS Subscriptions,APAC,Administrative,123044.69,62969.99,36995.11,8873.73,3589.62,0.21,60074.7,23079.59,4846.71,18232.88,48.82,14.82,12948.77,2025,2025-11
TXN20662,2025-11-02,Consumer Hardware,LATAM,Administrative,328110.36,100368.55,105262.56,20010.41,5568.36,0.21,227741.81,122479.25,25720.64,96758.61,69.41,29.49,82316.56,2025,2025-11
TXN20663,2024-06-21,Consulting,EMEA,Administrative,68080.22,35717.62,23284.35,11699.42,2770.42,0.21,32362.6,9078.25,1906.43,7171.82,47.54,10.53,-1757.18,2024,2024-06
TXN20664,2024-05-28,Consumer Hardware,APAC,Operations,330330.81,163777.88,85896.53,53798.13,8433.64,0.21,166552.93,80656.4,16937.84,63718.56,50.42,19.29,18354.07,2024,2024-05
TXN20665,2024-03-20,Consumer Hardware,North America,Operations,155486.81,76980.59,49366.24,25343.87,3082.16,0.21,78506.22,29139.98,6119.4,23020.58,50.49,14.81,758.87,2024,2024-03
TXN20666,2024-07-31,SaaS Subscriptions,APAC,Operations,80426.25,33336.59,19293.39,12663.02,1378.07,0.21,47089.66,27796.27,5837.22,21959.05,58.55,27.3,10674.1,2024,2024-07
TXN20667,2024-07-21,Consumer Hardware,APAC,R&D,195761.53,78206.99,68232.65,29444.06,3851.67,0.21,117554.54,49321.89,10357.6,38964.29,60.05,19.9,13371.9,2024,2024-07
TXN20668,2024-08-16,Consulting,North America,Sales & Marketing,127032.97,47729.96,25897.63,15440.7,2782.17,0.21,79303.01,53405.38,11215.13,42190.25,62.43,33.21,29531.72,2024,2024-08
TXN20669,2025-11-06,Consumer Hardware,EMEA,Administrative,135461.87,42863.35,39355.65,19823.72,4415.82,0.21,92598.52,53242.87,11181.0,42061.87,68.36,31.05,26653.97,2025,2025-11
TXN20670,2024-08-14,Consulting,LATAM,R&D,142186.99,50769.12,42503.37,7927.53,4274.74,0.21,91417.87,48914.5,10272.04,38642.46,64.29,27.18,34989.67,2024,2024-08
TXN20671,2025-10-20,Consumer Hardware,LATAM,Administrative,290907.77,105207.06,88205.22,41663.71,11617.53,0.21,185700.71,97495.49,20474.05,77021.44,63.83,26.48,46975.26,2025,2025-10
TXN20672,2025-06-15,Consulting,LATAM,R&D,211748.38,89150.15,46173.46,35294.57,6284.25,0.21,122598.23,76424.77,16049.2,60375.57,57.9,28.51,31365.25,2025,2025-06
TXN20673,2025-03-16,Consumer Hardware,North America,Operations,143392.31,69812.14,48865.15,17931.75,5451.52,0.21,73580.17,24715.02,5190.15,19524.87,51.31,13.62,7044.64,2025,2025-03
TXN20674,2025-02-05,Consumer Hardware,APAC,Administrative,233100.13,97541.32,52955.1,24155.47,2715.31,0.21,135558.81,82603.71,17346.78,65256.93,58.15,28.0,43816.77,2025,2025-02
TXN20675,2024-02-16,Cloud Services,EMEA,Operations,264845.2,83283.52,77709.03,24263.53,9288.01,0.21,181561.68,103852.65,21809.06,82043.59,68.55,30.98,67068.07,2024,2024-02
TXN20676,2024-08-20,Consulting,APAC,Administrative,131787.2,71092.27,30759.32,19296.32,2823.7,0.21,60694.93,29935.61,6286.48,23649.13,46.06,17.94,7176.51,2024,2024-08
TXN20677,2024-10-31,Consulting,LATAM,COGS,174064.73,93243.18,42834.28,26792.07,4564.24,0.21,80821.55,37987.27,7977.33,30009.94,46.43,17.24,7782.11,2024,2024-10
TXN20678,2025-06-09,Consulting,APAC,R&D,86565.83,42962.39,24408.86,15637.7,2804.77,0.21,43603.44,19194.58,4030.86,15163.72,50.37,17.52,2330.79,2025,2025-06
TXN20679,2024-05-22,Enterprise Solutions,North America,COGS,104344.8,57163.42,27398.76,10575.36,2329.54,0.21,47181.38,19782.62,4154.35,15628.27,45.22,14.98,7382.45,2024,2024-05
TXN20680,2025-02-18,Consumer Hardware,North America,R&D,254335.36,110920.88,56979.73,42083.81,8074.59,0.21,143414.48,86434.75,18151.3,68283.45,56.39,26.85,34274.23,2025,2025-02
TXN20681,2025-05-27,Consulting,EMEA,Sales & Marketing,104431.5,56465.29,23563.97,14015.06,1493.9,0.21,47966.21,24402.24,5124.47,19277.77,45.93,18.46,6756.61,2025,2025-05
TXN20682,2025-01-07,Enterprise Solutions,EMEA,Administrative,207549.02,66187.64,54527.63,37862.23,6387.98,0.21,141361.38,86833.75,18235.09,68598.66,68.11,33.05,37124.41,2025,2025-01
TXN20683,2025-07-19,Cloud Services,LATAM,Sales & Marketing,262713.88,102831.52,82385.09,33935.23,4155.17,0.21,159882.36,77497.27,16274.43,61222.84,60.86,23.3,31442.78,2025,2025-07
TXN20684,2024-09-15,Consulting,EMEA,Sales & Marketing,82063.08,29242.79,27466.08,10474.9,3912.96,0.21,52820.29,25354.21,5324.38,20029.83,64.37,24.41,13467.89,2024,2024-09
TXN20685,2025-10-17,Consulting,APAC,R&D,220193.67,76838.4,46817.39,30096.41,2867.58,0.21,143355.27,96537.88,20272.95,76264.93,65.1,34.64,49036.1,2025,2025-10
TXN20686,2025-04-15,Enterprise Solutions,North America,COGS,126968.84,42560.05,32880.56,20619.4,1956.01,0.21,84408.79,51528.23,10820.93,40707.3,66.48,32.06,22043.91,2025,2025-04
TXN20687,2024-01-12,Consumer Hardware,North America,Operations,338878.06,154394.0,72871.27,65980.77,6070.23,0.21,184484.06,111612.79,23438.69,88174.1,54.44,26.02,28263.56,2024,2024-01
TXN20688,2024-11-25,Cloud Services,North America,R&D,195063.69,96620.99,39498.23,11905.62,3450.43,0.21,98442.7,58944.47,12378.34,46566.13,50.47,23.87,38110.94,2024,2024-11
TXN20689,2024-12-23,Consulting,EMEA,Operations,291797.76,129725.87,87322.76,16928.7,6237.47,0.21,162071.89,74749.13,15697.32,59051.81,55.54,20.24,48360.58,2024,2024-12
TXN20690,2025-02-11,Consumer Hardware,North America,Sales & Marketing,215067.96,72422.13,62448.73,40998.95,6776.45,0.21,142645.83,80197.1,16841.39,63355.71,66.33,29.46,29133.21,2025,2025-02
TXN20691,2025-10-29,Cloud Services,North America,Operations,63023.76,31687.15,14145.86,8160.4,1333.83,0.21,31336.61,17190.75,3610.06,13580.69,49.72,21.55,6754.12,2025,2025-10
TXN20692,2025-01-07,SaaS Subscriptions,North America,COGS,239945.41,110132.23,56404.43,34128.74,3012.99,0.21,129813.18,73408.75,15415.84,57992.91,54.1,24.17,26877.16,2025,2025-01
TXN20693,2024-01-08,SaaS Subscriptions,LATAM,R&D,335421.0,133176.03,68277.01,41043.3,5596.34,0.21,202244.97,133967.96,28133.27,105834.69,60.3,31.55,70387.73,2024,2024-01
TXN20694,2024-05-01,Cloud Services,LATAM,COGS,230483.55,107989.05,74962.95,14762.15,9823.39,0.21,122494.5,47531.55,9981.63,37549.92,53.15,16.29,32611.16,2024,2024-05
TXN20695,2024-12-13,Enterprise Solutions,EMEA,COGS,295756.66,107944.15,102392.02,48862.97,12181.59,0.21,187812.51,85420.49,17938.3,67482.19,63.5,22.82,30800.81,2024,2024-12
TXN20696,2025-11-06,Cloud Services,North America,R&D,315261.94,121785.07,69458.17,51098.82,8507.73,0.21,193476.87,124018.7,26043.93,97974.77,61.37,31.08,55383.68,2025,2025-11
TXN20697,2024-03-30,Cloud Services,EMEA,COGS,118423.93,62690.25,27796.62,11458.17,3330.36,0.21,55733.68,27937.06,5866.78,22070.28,47.06,18.64,13942.47,2024,2024-03
TXN20698,2025-10-09,Enterprise Solutions,North America,Administrative,113613.45,42335.34,37522.14,10899.61,3042.94,0.21,71278.11,33755.97,7088.75,26667.22,62.74,23.47,18810.55,2025,2025-10
TXN20699,2025-11-28,Enterprise Solutions,North America,Administrative,233294.3,97399.68,79079.67,40984.26,4742.12,0.21,135894.62,56814.95,11931.14,44883.81,58.25,19.24,8641.67,2025,2025-11
TXN20700,2024-11-11,Consumer Hardware,North America,Administrative,173308.54,90559.83,45570.46,10546.45,3520.17,0.21,82748.71,37178.25,7807.43,29370.82,47.75,16.95,22344.54,2024,2024-11
TXN20701,2024-06-26,Consumer Hardware,EMEA,Operations,301958.39,144013.12,62684.56,55006.48,8348.24,0.21,157945.27,95260.71,20004.75,75255.96,52.31,24.92,28597.72,2024,2024-06
TXN20702,2025-06-23,Enterprise Solutions,EMEA,COGS,320006.94,100978.45,65892.24,28320.38,9755.15,0.21,219028.49,153136.25,32158.61,120977.64,68.44,37.8,102412.41,2025,2025-06
TXN20703,2024-02-10,SaaS Subscriptions,North America,R&D,156026.41,52553.72,44637.98,21679.51,4436.33,0.21,103472.69,58834.71,12355.29,46479.42,66.32,29.79,29236.24,2024,2024-02
TXN20704,2025-12-04,SaaS Subscriptions,APAC,R&D,121061.17,36555.68,31346.88,23049.94,1597.75,0.21,84505.49,53158.61,11163.31,41995.3,69.8,34.69,20543.11,2025,2025-12
TXN20705,2025-05-16,Cloud Services,EMEA,Operations,284157.65,130067.61,58052.8,43111.94,3715.64,0.21,154090.04,96037.24,20167.82,75869.42,54.23,26.7,36473.12,2025,2025-05
TXN20706,2024-05-24,Consulting,LATAM,R&D,132441.81,54555.21,38075.41,14855.27,3130.11,0.21,77886.6,39811.19,8360.35,31450.84,58.81,23.75,19725.68,2024,2024-05
TXN20707,2024-07-19,Cloud Services,EMEA,Administrative,296784.3,98997.96,59860.02,45535.65,6456.41,0.21,197786.34,137926.32,28964.53,108961.79,66.64,36.71,69882.55,2024,2024-07
TXN20708,2025-12-24,Cloud Services,North America,COGS,177121.48,95554.12,56343.37,17995.0,3240.27,0.21,81567.36,25223.99,5297.04,19926.95,46.05,11.25,5172.22,2025,2025-12
TXN20709,2025-04-05,Consulting,APAC,R&D,250264.97,108218.31,61556.4,22921.46,8884.79,0.21,142046.66,80490.26,16902.95,63587.31,56.76,25.41,49550.64,2025,2025-04
TXN20710,2025-07-11,Enterprise Solutions,North America,R&D,78660.59,28355.05,16207.13,15692.98,1402.05,0.21,50305.54,34098.41,7160.67,26937.74,63.95,34.25,12646.81,2025,2025-07
